1.000000E-09 1.001152E-09 1.135123E+02 0.000000E+00
1.001152E-09 1.002305E-09 1.133980E+02 0.000000E+00
1.002305E-09 1.003460E-09 1.132837E+02 0.000000E+00
1.003460E-09 1.004616E-09 1.131696E+02 0.000000E+00
1.004616E-09 1.005774E-09 1.130555E+02 0.000000E+00
1.005774E-09 1.006932E-09 1.129416E+02 0.000000E+00
1.006932E-09 1.008092E-09 1.128277E+02 0.000000E+00
1.008092E-09 1.009254E-09 1.127140E+02 0.000000E+00
1.009254E-09 1.010417E-09 1.126003E+02 0.000000E+00
1.010417E-09 1.011581E-09 1.124867E+02 0.000000E+00
1.011581E-09 1.012746E-09 1.123733E+02 0.000000E+00
1.012746E-09 1.013913E-09 1.122599E+02 0.000000E+00
1.013913E-09 1.015081E-09 1.121467E+02 0.000000E+00
1.015081E-09 1.016250E-09 1.120335E+02 0.000000E+00
1.016250E-09 1.017421E-09 1.119205E+02 0.000000E+00
1.017421E-09 1.018593E-09 1.118075E+02 0.000000E+00
1.018593E-09 1.019767E-09 1.116947E+02 0.000000E+00
1.019767E-09 1.020942E-09 1.115819E+02 0.000000E+00
1.020942E-09 1.022118E-09 1.114692E+02 0.000000E+00
1.022118E-09 1.023295E-09 1.113567E+02 0.000000E+00
1.023295E-09 1.024474E-09 1.112442E+02 0.000000E+00
1.024474E-09 1.025655E-09 1.111318E+02 0.000000E+00
1.025655E-09 1.026836E-09 1.110196E+02 0.000000E+00
1.026836E-09 1.028019E-09 1.109074E+02 0.000000E+00
1.028019E-09 1.029203E-09 1.107953E+02 0.000000E+00
1.029203E-09 1.030389E-09 1.106834E+02 0.000000E+00
1.030389E-09 1.031576E-09 1.105715E+02 0.000000E+00
1.031576E-09 1.032765E-09 1.104597E+02 0.000000E+00
1.032765E-09 1.033955E-09 1.103481E+02 0.000000E+00
1.033955E-09 1.035146E-09 1.102365E+02 0.000000E+00
1.035146E-09 1.036338E-09 1.101250E+02 0.000000E+00
1.036338E-09 1.037532E-09 1.100136E+02 0.000000E+00
1.037532E-09 1.038728E-09 1.099023E+02 0.000000E+00
1.038728E-09 1.039924E-09 1.097912E+02 0.000000E+00
1.039924E-09 1.041122E-09 1.096801E+02 0.000000E+00
1.041122E-09 1.042322E-09 1.095691E+02 0.000000E+00
1.042322E-09 1.043523E-09 1.094582E+02 0.000000E+00
1.043523E-09 1.044725E-09 1.093474E+02 0.000000E+00
1.044725E-09 1.045928E-09 1.092367E+02 0.000000E+00
1.045928E-09 1.047133E-09 1.091261E+02 0.000000E+00
1.047133E-09 1.048340E-09 1.090156E+02 0.000000E+00
1.048340E-09 1.049548E-09 1.089052E+02 0.000000E+00
