1.000000E-12 1.003229E-12 7.823750E+03 0.000000E+00 1.000000E+00
1.003229E-12 1.006469E-12 7.845798E+03 0.000000E+00 1.000000E+00
1.006469E-12 1.009719E-12 7.867910E+03 0.000000E+00 1.000000E+00
1.009719E-12 1.012979E-12 7.890086E+03 0.000000E+00 1.000000E+00
1.012979E-12 1.016250E-12 7.912325E+03 0.000000E+00 1.000000E+00
1.016250E-12 1.019532E-12 7.934629E+03 0.000000E+00 1.000000E+00
1.019532E-12 1.022824E-12 7.956998E+03 0.000000E+00 1.000000E+00
1.022824E-12 1.026127E-12 7.979431E+03 0.000000E+00 1.000000E+00
1.026127E-12 1.029441E-12 8.001929E+03 0.000000E+00 1.000000E+00
1.029441E-12 1.032765E-12 8.024491E+03 0.000000E+00 1.000000E+00
1.032765E-12 1.036100E-12 8.047119E+03 0.000000E+00 1.000000E+00
1.036100E-12 1.039445E-12 8.069812E+03 0.000000E+00 1.000000E+00
1.039445E-12 1.042802E-12 8.092570E+03 0.000000E+00 1.000000E+00
1.042802E-12 1.046169E-12 8.115394E+03 0.000000E+00 1.000000E+00
1.046169E-12 1.049548E-12 8.138284E+03 0.000000E+00 1.000000E+00
1.049548E-12 1.052937E-12 8.161240E+03 0.000000E+00 1.000000E+00
1.052937E-12 1.056337E-12 8.184261E+03 0.000000E+00 1.000000E+00
1.056337E-12 1.059748E-12 8.207349E+03 0.000000E+00 1.000000E+00
1.059748E-12 1.063170E-12 8.230504E+03 0.000000E+00 1.000000E+00
1.063170E-12 1.066603E-12 8.253725E+03 0.000000E+00 1.000000E+00
1.066603E-12 1.070047E-12 8.277013E+03 0.000000E+00 1.000000E+00
1.070047E-12 1.073503E-12 8.300367E+03 0.000000E+00 1.000000E+00
1.073503E-12 1.076969E-12 8.323789E+03 0.000000E+00 1.000000E+00
1.076969E-12 1.080447E-12 8.347279E+03 0.000000E+00 1.000000E+00
1.080447E-12 1.083936E-12 8.370835E+03 0.000000E+00 1.000000E+00
1.083936E-12 1.087436E-12 8.394460E+03 0.000000E+00 1.000000E+00
